iso3,year,tau_tamar,tau_mitchell,rgdp,gdp_deflator,cpi_gmd,unemployment_rate_pct,imports,exports,customs_revenue,ind_prod,ind_prod_base
ARG,1980,,,2881996.0,1.44e-07,2.63e-07,3.0,10541.0,8021.0,,,
ARG,1981,,,2732426.0,2.96e-07,5.39e-07,5.0,9430.0,9143.0,,,
ARG,1982,,,2712325.0,8.73e-07,1.43e-06,4.5,5337.0,7625.0,,,
ARG,1983,,,2830286.0,4.19e-06,6.33e-06,5.0,4504.0,7836.0,,,
ARG,1984,,,2874742.0,2.98e-05,4.6e-05,5.0,4585.0,8107.0,,,
ARG,1985,,,2725572.0,0.0002109,0.0003552,6.25,3814.0,8396.0,,,
ARG,1986,,,2893286.0,0.000374,0.0006751,6.3,4724.0,6852.0,,,
ARG,1987,,,2971546.0,0.0008509,0.0015618,6.0,5818.0,6360.0,,,
ARG,1988,,,2939158.0,0.004095,0.0069181,6.5,5322.0,9135.0,,,
BEL,1830,,,,,0.5248085,,,,,,
BEL,1831,,,,,0.5531839,,,,,,
BEL,1832,,,,,0.5679308,,,,,,
BEL,1833,,,,,0.4898736,,,,,,
BEL,1834,,,,,0.4609231,,,,,,
BEL,1835,,,6563.585,0.5722263,0.4719549,,,,,,
BEL,1836,,,6714.225,0.6224171,0.4850648,,,,,,
BEL,1837,,,6963.856,0.6287696,0.4785099,,,,,,
BEL,1838,,,6959.552,0.6384276,0.5112845,,,,,,
BEL,1839,,,7062.848,0.6580865,0.5440592,,,,,,
BEL,1840,,,7157.535,0.6462178,0.555635,,,,,,
BEL,1841,,,7377.04,0.6338653,0.5614228,,,,,,
BEL,1842,,,7519.071,0.5978347,0.5729985,,,,,,
BEL,1843,,,7398.559,0.5916888,0.4919684,,,,,,
BEL,1844,,,7699.838,0.5627773,0.4919684,,,,,,
BEL,1845,,,8026.942,0.5614362,0.5324835,,,,,,
BEL,1846,5.0691244239631335,5.0691244239631335,7970.989,0.6052436,0.5440592,,217.0,149.0,11.0,,
BEL,1847,4.564315352697095,4.564315352697095,8625.195,0.6349591,0.5672107,,241.0,171.0,11.0,,
BEL,1848,5.494505494505494,5.4945054945054945,8194.797,0.5643554,0.5266956,,182.0,151.0,10.0,,
BEL,1849,5.797101449275361,5.797101449275362,8607.98,0.5408022,0.5209078,,207.0,179.0,12.0,,
BEL,1850,5.063291139240507,5.063291139240507,8651.02,0.5446175,0.509332,,237.0,264.0,12.0,,
BEL,1851,5.5045871559633035,5.504587155963303,8892.044,0.5433258,0.509332,,218.0,200.0,12.0,,
BEL,1852,5.243445692883895,5.2434456928838955,9003.947,0.5737334,0.509332,,267.0,230.0,14.0,,
BEL,1853,4.3624161073825505,4.3624161073825505,9339.658,0.6284255,0.5227352,,298.0,294.0,13.0,,
BEL,1854,3.498542274052478,3.498542274052478,9813.097,0.7054691,0.6299631,,343.0,389.0,12.0,,
BEL,1855,3.116883116883117,3.116883116883117,9800.186,0.7301939,0.6567695,,385.0,344.0,12.0,,
BEL,1856,2.758620689655172,2.7586206896551726,10609.34,0.7233396,0.6567695,,435.0,370.0,12.0,,
BEL,1857,2.988505747126437,2.9885057471264367,10945.05,0.6847907,0.6165599,,435.0,414.0,13.0,,
BEL,1858,3.6363636363636362,3.6363636363636362,10863.27,0.6614746,0.5897523,,440.0,381.0,16.0,,
BEL,1859,3.5476718403547673,3.5476718403547673,10837.45,0.6653721,0.5629459,,451.0,413.0,16.0,,
BEL,1860,3.094777562862669,3.094777562862669,11607.86,0.6820369,0.5763491,,517.0,470.0,16.0,,
BEL,1861,2.697841726618705,2.697841726618705,11706.85,0.688641,0.6299631,,556.0,453.0,15.0,,
BEL,1862,2.555366269165247,2.5553662691652472,12412.71,0.6621588,0.6433662,,587.0,502.0,15.0,,
BEL,1863,2.295081967213115,2.2950819672131146,13054.0,0.6396319,0.5897523,,610.0,534.0,14.0,,
BEL,1864,1.900584795321637,1.9005847953216375,13579.09,0.6567222,0.5629459,,684.0,596.0,13.0,,
BEL,1865,1.851851851851852,1.8518518518518519,13798.59,0.6568497,0.5897523,,756.0,602.0,14.0,,
BEL,1866,1.7402945113788488,1.7402945113788488,14310.77,0.6833791,0.6299631,,747.0,643.0,13.0,,
BEL,1867,1.806451612903226,1.8064516129032258,14297.85,0.683663,0.6299631,,775.0,597.0,14.0,,
BEL,1868,1.736111111111111,1.7361111111111112,15214.6,0.6684723,0.6165599,,864.0,657.0,15.0,,
BEL,1869,1.769911504424779,1.5486725663716814,16677.96,0.6403064,0.6031554,,904.0,692.0,14.0,,
BEL,1870,2.3887079261672097,2.3887079261672097,17138.49,0.6617459,0.5897523,,921.0,690.0,22.0,,
BEL,1871,1.566170712607674,1.5661707126076743,17217.87,0.6798517,0.6031554,,1277.0,889.0,20.0,,
BEL,1872,1.486697965571205,1.486697965571205,18276.02,0.767041,0.6299631,,1278.0,1051.0,19.0,,
BEL,1873,1.2649332396345752,1.264933239634575,18397.17,0.8150697,0.6701738,,1423.0,1159.0,18.0,,
BEL,1874,1.392111368909513,1.3921113689095128,19007.22,0.7646623,0.6433662,,1293.0,1115.0,18.0,,
BEL,1875,1.377199693955623,1.3771996939556235,18965.25,0.6887854,0.6299631,,1307.0,1102.0,18.0,,
BEL,1876,1.311249137336094,1.311249137336094,19208.62,0.6629212,0.6567695,,1449.0,1064.0,19.0,,
BEL,1877,1.262272089761571,1.262272089761571,19451.95,0.6558671,0.6567695,,1426.0,1082.0,18.0,,
BEL,1878,1.221995926680244,1.2219959266802445,20021.5,0.6265907,0.6299631,,1473.0,1112.0,18.0,,
BEL,1879,1.245085190039318,1.2450851900393185,20223.95,0.6075889,0.6031554,,1526.0,1190.0,19.0,,
BEL,1880,1.308744794765021,1.3087447947650208,21242.67,0.6440859,0.5763491,,1681.0,1217.0,22.0,,
BEL,1881,1.4110429447852761,1.4110429447852761,21526.32,0.6427198,0.5763491,,1630.0,1303.0,23.0,,
BEL,1882,1.492537313432836,1.492537313432836,22260.09,0.6277659,0.5629459,,1608.0,1326.0,24.0,,
BEL,1883,1.481958762886598,1.481958762886598,22584.78,0.6111898,0.5763491,,1552.0,1343.0,23.0,,
BEL,1884,1.542776998597475,1.5427769985974755,22786.29,0.5561503,0.5361383,,1426.0,1338.0,22.0,,
BEL,1885,1.7817371937639201,1.78173719376392,23069.9,0.535859,0.509332,,1347.0,1200.0,24.0,,
BEL,1886,1.947565543071161,1.797752808988764,23354.02,0.5121913,0.4825244,,1335.0,1182.0,24.0,,
BEL,1887,1.8156424581005592,1.7458100558659218,24249.7,0.5217919,0.509332,,1432.0,1241.0,25.0,,
BEL,1888,1.825293350717079,1.694915254237288,24411.45,0.5290674,0.4959288,,1534.0,1244.0,26.0,,
BEL,1889,1.735218508997429,1.7352185089974292,25592.69,0.5284072,0.509332,,1556.0,1459.0,27.0,,
BEL,1890,1.435406698564593,1.4354066985645932,26162.54,0.5359522,0.5227352,,1672.0,1437.0,24.0,,
BEL,1891,1.333333333333333,1.3333333333333333,26200.11,0.5307153,0.5227352,,1800.0,1519.0,24.0,,
BEL,1892,1.561483409238777,1.5614834092387768,26852.05,0.5015406,0.509332,,1537.0,1369.0,24.0,,
BEL,1893,1.650793650793651,1.6507936507936507,27258.13,0.4925537,0.4959288,,1575.0,1356.0,26.0,,
BEL,1894,1.714285714285714,1.7142857142857142,27664.29,0.4726574,0.4825244,,1575.0,1304.0,27.0,,
BEL,1895,1.785714285714286,1.7857142857142858,28316.31,0.4727865,0.4691212,,1680.0,1385.0,30.0,,
BEL,1896,2.194710185706247,1.8570624648283625,28886.04,0.4722126,0.4423149,,1777.0,1468.0,33.0,,
BEL,1897,2.02883075280299,2.02883075280299,29415.22,0.4889454,0.455718,,1873.0,1626.0,38.0,,
BEL,1898,1.809290953545232,1.8092909535452322,29903.44,0.484953,0.455718,,2045.0,1787.0,37.0,,
BEL,1899,1.814159292035398,1.8141592920353982,30514.21,0.5010036,0.455718,,2260.0,1949.0,41.0,,
BEL,1900,1.985559566787004,1.9855595667870036,31411.04,0.505678,0.509332,,2216.0,1923.0,44.0,,
BEL,1901,1.9360648356596128,1.9360648356596128,31693.55,0.4851971,0.5361383,,2221.0,1828.0,43.0,52.0,1937=100
BEL,1902,1.763964720705586,1.763964720705586,32344.58,0.4856389,0.509332,,2381.0,1926.0,42.0,60.0,1937=100
BEL,1903,1.6566265060240968,1.6566265060240963,33078.27,0.4888024,0.509332,,2656.0,2110.0,44.0,62.0,1937=100
BEL,1904,1.6534867002156721,1.6534867002156721,33935.01,0.4923149,0.455718,,2782.0,2183.0,46.0,63.0,1937=100
BEL,1905,1.694915254237288,1.694915254237288,34914.82,0.4948054,0.4691212,,3068.0,2334.0,52.0,64.0,1937=100
BEL,1906,1.534452808338159,1.5344528083381586,35648.61,0.516001,0.509332,,3454.0,2794.0,53.0,67.0,1937=100
BEL,1907,1.430842607313196,1.4308426073131955,36177.35,0.5310456,0.5227352,,3774.0,2334.0,54.0,69.0,1937=100
BEL,1908,1.623083859332732,1.6230838593327321,36542.39,0.5006849,0.5361383,,3327.0,2848.0,54.0,66.0,1937=100
BEL,1909,1.565874730021598,1.5658747300215983,37234.98,0.4928779,0.5227352,,3704.0,2810.0,58.0,72.0,1937=100
BEL,1910,1.500586166471278,1.5005861664712778,38210.91,0.5080451,0.5361383,,4265.0,3407.0,64.0,75.0,1937=100
BEL,1911,1.3972055888223551,1.3972055888223553,39105.39,0.5124615,0.5629459,,4509.0,3580.0,63.0,79.0,1937=100
BEL,1912,1.432029043969343,1.2706736587333602,40043.61,0.5266312,0.6165599,,4958.0,3952.0,63.0,84.0,1937=100
BEL,1913,,1.4059405940594059,40572.36,0.5349103,0.5763491,,5050.0,3716.0,71.0,83.0,1937=100
BEL,1914,,2.083944819489287,29942.26,1.003045,0.5763491,,3407.0,2770.0,71.0,,
BEL,1915,,,24643.69,1.532559,0.8042316,,3800.0,1335.0,,,
BEL,1916,,,27592.05,1.649111,1.29773,,6009.0,1540.0,,,
BEL,1919,1.9121396352225932,,25999.04,2.642627,2.185182,,5246.0,2300.0,,,
BEL,1920,2.773864990789901,1.5453562046051614,38868.7,1.841431,2.622389,,12942.0,8862.0,200.0,61.0,1937=100
BEL,1921,2.756531616811814,1.9121396352225926,40667.31,1.75763,2.300515,6.1,10198.0,7273.0,195.0,54.0,1937=100
BEL,1922,2.444670280036134,2.7738649907899013,43788.63,1.669373,2.150602,1.9,9229.0,6234.0,256.0,67.0,1937=100
BEL,1923,3.081483138526928,2.756531616811814,46969.21,1.882012,2.466964,0.6,13205.0,9725.0,364.0,79.0,1937=100
BEL,1924,3.074188093483068,2.4446702800361337,49503.78,2.157568,2.884738,0.6,17712.0,13865.0,433.0,87.0,1937=100
BEL,1925,3.092075912007962,3.081483138526928,50031.09,2.243116,2.983946,0.9,17881.0,14807.0,551.0,82.0,1937=100
BEL,1926,3.421709295071741,3.0741880934830683,51089.74,2.713349,3.562658,0.8,23063.0,19999.0,709.0,96.0,1937=100
BEL,1927,3.702560071861666,3.092075912007962,51263.72,3.432375,4.523869,1.1,29139.0,26697.0,901.0,106.0,1937=100
BEL,1928,4.296648871164855,3.4217092950717407,55153.82,3.62763,4.722284,0.6,32060.0,30954.0,1097.0,115.0,1937=100
BEL,1929,5.435734846272579,3.7025600718616665,56979.85,3.941401,5.038647,0.8,35624.0,31880.0,1319.0,115.0,1937=100
BEL,1930,9.520895796365417,4.296648871164855,58155.97,3.911776,5.034238,2.2,31094.0,26159.0,1336.0,97.0,1937=100
BEL,1931,9.814341008987732,5.435734846272579,56385.73,3.66478,4.594417,6.8,23971.0,23179.0,1303.0,88.0,1937=100
BEL,1932,10.676080445014978,9.520895796365416,54023.32,3.285556,4.145778,11.9,16343.0,15123.0,1556.0,73.0,1937=100
BEL,1933,8.345752608047691,9.814341008987732,53668.66,3.223633,4.066412,10.6,15243.0,14288.0,1496.0,76.0,1937=100
BEL,1934,7.158980973879394,10.676080445014977,52551.71,3.184216,3.837132,11.8,14022.0,13795.0,1497.0,76.0,1937=100
BEL,1935,5.689803527893303,8.34575260804769,55075.48,2.978453,3.769891,11.1,17446.0,16126.0,1456.0,83.0,1937=100
BEL,1936,6.688629762885258,7.158980973879394,56953.73,3.150546,3.94626,8.4,21707.0,19745.0,1554.0,90.0,1937=100
BEL,1937,7.258593710564838,5.689803527893303,59831.91,3.59217,4.23286,7.2,27892.0,25516.0,1587.0,100.0,1937=100
BEL,1938,8.1886155330439,6.688629762885257,58832.64,3.541423,4.382774,8.7,23069.0,21671.0,1543.0,81.0,1937=100
BEL,1939,8.004943017987094,,56544.31,3.63767,4.430172,7.571128,,,,86.0,1937=100
BEL,1940,5.85181689476168,,46160.42,4.124721,4.920701,,,,,,
BEL,1941,4.380737638911258,,39079.05,4.038176,9.523565,,,,,,
BEL,1942,4.6822742474916375,,39946.38,4.336959,14.37043,,,,,,
BEL,1943,1.3659812540870448,,32338.5,5.834641,16.25799,,,,,,
BEL,1944,3.7527979854504747,,32997.14,10.53531,15.61212,,,,,,
BEL,1945,4.3256700054932855,1.365981254087045,35414.55,14.30448,11.94334,4.333161,13763.0,3986.0,188.0,,
BEL,1946,3.6095431796887496,3.7527979854504756,55925.83,9.657184,10.56649,1.857069,57184.0,29836.0,2146.0,73.0,1937=100
BEL,1947,4.070463485548145,4.3256700054932855,63602.82,10.32859,10.75626,1.047578,85559.0,61655.0,3701.0,91.0,1937=100
BEL,1948,4.081632653061225,3.6095431796887496,67618.34,12.29352,12.34277,2.523709,87518.0,74121.0,3159.0,100.0,1937=100
BEL,1949,3.4375000000000004,4.070463485548144,70017.71,11.56107,11.93727,5.285505,81858.0,80092.0,3332.0,60.0,1963=100
BEL,1950,3.577235772357724,4.081632653061225,72408.02,11.69892,11.83568,4.809333,98000.0,83000.0,4000.0,61.0,1963=100
BEL,1951,3.6065573770491812,3.4375,76402.64,13.08098,12.94401,4.232213,128000.0,133000.0,4400.0,69.0,1963=100
BEL,1952,3.5937499999999996,3.5772357723577235,76399.69,13.76096,13.05881,4.905519,123000.0,123000.0,4400.0,66.0,1963=100
BEL,1953,3.4965034965034967,3.6065573770491803,79784.55,13.25936,13.01999,5.097893,122000.0,113000.0,4400.0,64.0,1963=100
BEL,1954,,3.59375,83002.13,13.27081,13.25124,4.809333,128000.0,116000.0,4600.0,70.0,1963=100
BEL,1955,2.9069767441860463,3.4965034965034967,86265.8,13.57525,13.18269,3.75128,143000.0,139000.0,5000.0,75.0,1963=100
BEL,1956,3.3121019108280247,,89472.06,13.91571,13.49653,2.693227,164000.0,159000.0,,80.0,1963=100
BEL,1957,3.23699421965318,4.069767441860465,91988.91,14.35621,13.92268,2.212293,172000.0,160000.0,7000.0,80.0,1963=100
BEL,1958,3.1746031746031735,4.585987261146497,90255.01,14.74994,14.10272,3.17416,157000.0,153000.0,7200.0,76.0,1963=100
BEL,1959,3.2227488151658767,4.508670520231214,92650.18,14.8814,14.27533,3.847466,173000.0,165000.0,7800.0,77.0,1963=100
BEL,1960,3.070175438596491,4.343434343434343,97009.01,15.09318,14.31828,2.344135,198000.0,190000.0,8600.0,83.0,1963=100
BEL,1961,2.879464285714286,4.502369668246446,101834.3,15.26887,14.4595,1.694677,211000.0,196000.0,9500.0,88.0,1963=100
BEL,1962,2.712842712842713,4.517543859649122,107110.8,15.51887,14.66267,1.368787,228000.0,217000.0,10300.0,93.0,1963=100
BEL,1963,2.646153846153846,4.3359375,111828.0,15.98978,14.97733,1.071934,256000.0,242000.0,11100.0,100.0,1963=100
BEL,1964,2.7218463987266213,4.30976430976431,119597.4,16.73394,15.60169,0.9164076,297000.0,280000.0,12800.0,107.0,1963=100
BEL,1965,2.912087912087912,4.2153846153846155,123886.3,17.60638,16.23432,1.097249,325000.0,320000.0,13700.0,109.0,1963=100
BEL,1966,2.625850340136055,4.1504178272980505,127735.5,18.33449,16.91402,1.18698,359000.0,342000.0,14900.0,111.0,1963=100
BEL,1967,2.4408326204733393,4.175824175824176,132677.3,18.91987,17.39468,1.743351,364000.0,354000.0,15200.0,113.0,1963=100
BEL,1968,2.305764411027569,4.285714285714286,138212.9,19.41975,17.87699,2.141213,420000.0,409000.0,18000.0,119.0,1963=100
BEL,1969,2.112196229843288,4.05189620758483,147367.0,20.20242,18.54678,1.648135,501000.0,504000.0,20300.0,131.0,1963=100
BEL,1970,2.06954335986594,3.8596491228070176,156491.9,21.15274,19.27438,1.275557,570000.0,580000.0,22000.0,135.0,1963=100
BEL,1971,1.5754339118825103,4.054054054054054,162365.1,22.33615,20.11182,1.178586,629000.0,620000.0,25500.0,139.0,1963=100
BEL,1972,1.1098806447643659,4.413489736070381,170898.4,23.75633,21.20777,1.593141,682000.0,711000.0,30100.0,148.0,1963=100
BEL,1973,1.47530630289251,4.345794392523365,181361.4,25.43543,22.68279,1.602386,856000.0,870000.0,37200.0,156.0,1963=100
BEL,1974,1.2939580507148079,4.246339362618432,188977.9,28.63061,25.55685,1.801156,1161000.0,1100000.0,49300.0,162.0,1963=100
BEL,1975,1.270718232044199,5.039787798408488,186470.2,32.11173,28.82072,3.529232,1131000.0,1057000.0,57000.0,146.0,1963=100
BEL,1976,1.342445234974724,4.733382030679328,197010.9,34.54428,31.46354,4.786347,1369000.0,1266000.0,64800.0,159.0,1963=100
BEL,1977,1.2107623318385652,4.70303867403315,198244.4,37.12753,33.69672,5.491186,1448000.0,1345000.0,68100.0,159.0,1963=100
BEL,1978,1.049840212143877,4.790301441677588,203878.4,38.76977,35.20395,6.082197,1526000.0,1410000.0,73100.0,162.0,1963=100
BEL,1979,0.8695114409400123,4.461883408071749,208651.3,40.51644,36.77808,6.337935,1784000.0,1661000.0,79600.0,170.0,1963=100
BEL,1980,0.8604813957245168,4.036173250832936,217997.8,42.17408,39.22516,8.3,2101000.0,1890000.0,84800.0,168.0,1963=100
BEL,1981,0.9631842811566314,4.008658008658009,217389.0,44.34149,42.21567,10.0,2310000.0,2062000.0,92600.0,164.0,1963=100
BEL,1982,0.8653674235651707,3.6223143611006408,218682.4,47.69833,45.89992,11.5,2653000.0,2393000.0,96100.0,164.0,1963=100
BEL,1983,0.869714974597434,3.7220843672456576,219364.4,50.37556,49.41899,10.742,2821000.0,2651000.0,105000.0,167.0,1963=100
BEL,1984,0.9694709857841997,3.7546933667083855,224774.7,53.11535,52.55321,10.825,3196000.0,2992000.0,120000.0,171.0,1963=100
BEL,1985,0.9830041341295359,3.7371910789632308,228487.5,55.57339,55.11013,10.117,3318000.0,3168000.0,124000.0,174.0,1963=100
BEL,1986,0.917585655358195,4.208809135399674,232652.3,57.12766,55.82617,10.05,3065000.0,3070000.0,129000.0,176.0,1963=100
BEL,1987,1.0993921305781083,4.308681672025723,238018.8,58.08974,56.69499,9.808,3110000.0,3100000.0,134000.0,180.0,1963=100
BEL,1988,0.8872756891810496,4.065998821449617,249261.0,59.3497,57.35322,8.833,3394000.0,3382000.0,138000.0,189.0,1963=100
BRA,1821,,,,,1.32e-31,,21.0,20.0,,,
BRA,1822,,,,,1.33e-31,,22.0,20.0,,,
BRA,1823,,,,,1.34e-31,,19.0,21.0,,,
BRA,1824,,,,,,,24.0,19.0,,,
BRA,1825,,,,,,,23.0,21.0,,,
BRA,1826,,,,,,,19.0,17.0,,,
BRA,1827,,,,,,,27.0,25.0,,,
BRA,1828,,,,,,,32.0,32.0,,,
BRA,1829,,,,,,,36.0,33.0,,,
BRA,1830,,,,,,,42.0,35.0,,,
BRA,1831,,,,,,,33.0,32.0,,,
BRA,1832,,,,,,,32.0,32.0,,,
BRA,1833,,,,,,,36.0,33.0,,,
BRA,1834,,,,,,,37.0,33.0,,,
BRA,1835,,,,,,,41.0,41.0,,,
BRA,1836,,,,,,,45.0,34.0,,,
BRA,1837,,,,,,,41.0,34.0,,,
BRA,1838,,,,,,,49.0,42.0,,,
BRA,1839,,,,,,,52.0,43.0,,,
BRA,1840,,,,,,,58.0,42.0,,,
BRA,1841,,,,,,,56.0,39.0,,,
BRA,1842,,,,,,,51.0,41.0,,,
BRA,1843,,,,,,,55.0,44.0,,,
BRA,1844,,,,,,,55.0,47.0,,,
BRA,1845,,,,,,,52.0,54.0,,,
BRA,1846,,,,,,,56.0,52.0,,,
BRA,1847,,,,,,,47.0,58.0,,,
BRA,1848,,,,,,,52.0,56.0,,,
BRA,1849,,,,,,,59.0,55.0,,,
BRA,1850,,,,,,,77.0,68.0,,,
BRA,1851,,,,,,,93.0,67.0,,,
BRA,1852,,,,,,,87.0,74.0,,,
BRA,1853,,,,,,,86.0,77.0,,,
BRA,1854,,,,,,,85.0,91.0,,,
BRA,1855,,,,,,,93.0,94.0,,,
BRA,1856,,,,,,,125.0,115.0,,,
BRA,1857,,,,,,,130.0,96.0,,,
BRA,1858,,,,,,,127.0,107.0,,,
BRA,1859,,,,,,,113.0,113.0,,,
BRA,1860,,,,,,,124.0,123.0,,,
BRA,1861,,,10168.59,7.87e-16,,,111.0,121.0,,,
BRA,1862,,,11031.32,8.06e-16,,,99.0,122.0,,,
BRA,1863,,,11399.04,8.06e-16,,,126.0,131.0,,,
BRA,1864,,,8607.61,8.6e-16,,,132.0,141.0,,,
BRA,1865,,,12300.58,9.15e-16,,,138.0,157.0,,,
BRA,1866,,,12694.78,9.33e-16,,,143.0,156.0,,,
BRA,1867,,,12150.13,9.51e-16,,,141.0,185.0,,,
BRA,1868,,,14485.93,1.04e-15,,,167.0,203.0,,,
BRA,1869,,,14515.92,1.06e-15,,,168.0,197.0,,,
BRA,1870,31.01495,,13917.85,1.04e-15,,,162.0,168.0,,,
BRA,1871,32.01238,,15271.08,9.7e-16,,,150.0,191.0,,,
BRA,1872,37.90162,,14485.93,1.04e-15,,,159.0,215.0,,,
BRA,1873,37.91807,,15310.32,1.03e-15,,,153.0,190.0,,,
BRA,1874,36.189,,15911.68,1.06e-15,,,168.0,208.0,,,
BRA,1875,32.59239,,16511.72,9.51e-16,,,172.0,184.0,,,
BRA,1876,30.90423,,16465.81,1.03e-15,,,157.0,196.0,,,
BRA,1877,33.69768,,15074.22,1.06e-15,,,164.0,186.0,,,
BRA,1878,34.28104,,15599.19,1.03e-15,,,164.0,204.0,,,
BRA,1879,34.7965,,16787.68,9.88e-16,,,174.0,222.0,,,
BRA,1880,37.17973,,20069.37,9.15e-16,1.37e-15,,180.0,231.0,,,
BRA,1881,36.91719,,18407.43,9.33e-16,1.28e-15,,182.0,210.0,,,
BRA,1882,39.39237,,17757.88,9.51e-16,1.41e-15,,190.0,197.0,,,
BRA,1883,38.41619,,21898.5,9.33e-16,1.83e-15,,203.0,217.0,,,
BRA,1884,37.39919,,17479.77,9.15e-16,1.43e-15,,178.0,226.0,,,
BRA,1885,36.19405,,20393.07,9.15e-16,1.56e-15,,198.0,195.0,,,
BRA,1886,35.20424,,23937.78,8.79e-16,1.48e-15,,207.0,264.0,,,
BRA,1887,58.16493,,23238.51,8.41e-16,1.25e-15,,104.0,125.0,,,
BRA,1888,47.61263,,23034.27,8.23e-16,1.21e-15,,216.0,237.0,,,
BRA,1889,41.39194,,20561.76,9.51e-16,1.19e-15,,218.0,256.0,,,
BRA,1890,39.41804,,26792.6,9.51e-16,1.55e-15,,295.0,326.0,,,
BRA,1891,25.60781,,39090.47,1.19e-15,2.83e-15,,512.0,574.0,,,
BRA,1892,21.00648,,39181.74,1.48e-15,3.7e-15,,590.0,784.0,,,
BRA,1893,24.19213,,39803.84,1.72e-15,4.17e-15,,652.0,706.0,,,
BRA,1894,20.89421,,44800.8,1.74e-15,4.97e-15,,782.0,767.0,,,
BRA,1895,22.49873,,51909.26,1.59e-15,5.54e-15,,844.0,883.0,,,
BRA,1896,35.41075,,51206.47,1.68e-15,6.08e-15,,864.0,864.0,,,
BRA,1897,41.01532,,47814.91,1.98e-15,7.45e-15,,846.0,1011.0,,,
BRA,1898,27.80736,,46688.98,2.07e-15,8.08e-15,,933.0,1011.0,,,
BRA,1899,27.19284,,46064.5,2.01e-15,7.76e-15,,865.0,955.0,,,
BRA,1900,25.581395348837212,,50195.17,1.83e-15,6.47e-15,,645.0,850.0,,,
BRA,1901,36.16071428571428,,50234.77,1.59e-15,5.1e-15,,448.0,861.0,,,
BRA,1902,39.49044585987261,,49992.09,1.72e-15,4.52e-15,,471.0,736.0,,,
BRA,1903,38.88888888888889,,50962.81,1.69e-15,4.65e-15,,486.0,743.0,,,
BRA,1904,38.59649122807017,,51690.84,1.83e-15,5.15e-15,,513.0,770.0,,,
BRA,1905,49.230769230769226,,53389.61,1.5e-15,4.71e-15,,455.0,685.0,,,
BRA,1906,49.69939879759519,,60184.65,1.58e-15,4.81e-15,,499.0,800.0,,,
BRA,1907,44.49612403100775,,60670.01,1.81e-15,4.8e-15,,645.0,861.0,,,
BRA,1908,41.798941798941804,,58728.57,1.87e-15,5.17e-15,,567.0,706.0,,,
BRA,1909,39.291736930860026,,64795.57,1.92e-15,5.1e-15,,593.0,1017.0,,,
BRA,1910,40.47619047619048,,66494.33,2.14e-15,5.24e-15,,714.0,939.0,,,
BRA,1911,40.050377833753146,,70377.21,2.32e-15,5.59e-15,,794.0,1004.0,,,
BRA,1912,36.59305993690852,,75230.81,2.24e-15,5.58e-15,,951.0,1120.0,,,
BRA,1913,34.16087388282026,,77414.93,2.18e-15,5.32e-15,,1007.0,982.0,,,
BRA,1914,34.69750889679715,,76444.21,1.82e-15,4.62e-15,,562.0,756.0,,,
BRA,1915,26.243567753001717,,76686.89,1.74e-15,5.23e-15,,583.0,1042.0,,,
BRA,1916,22.68803945745993,,77414.93,1.84e-15,6.31e-15,,811.0,1137.0,,,
BRA,1917,18.85441527446301,,84695.34,1.92e-15,6.88e-15,,838.0,1192.0,,,
BRA,1918,17.290192113245702,,82996.57,1.96e-15,7.44e-15,,989.0,1137.0,,,
BRA,1919,15.967016491754121,,89548.94,2.75e-15,8.1e-15,,1334.0,2179.0,,,
BRA,1920,16.690578670492588,,100712.2,2.88e-15,9.65e-15,,2091.0,1752.0,,,
BRA,1921,18.87573964497041,,102653.7,2.89e-15,8.17e-15,,1690.0,1710.0,,,
BRA,1922,18.69328493647913,,110662.1,3.21e-15,8.91e-15,,1653.0,2332.0,,,
BRA,1923,20.64402293780326,,120126.6,3.95e-15,1.16e-14,,2267.0,3297.0,,,
BRA,1924,20.39568345323741,,121825.4,4.86e-15,1.29e-14,,2780.0,3864.0,,,
BRA,1925,21.3799230085875,,121825.4,5.35e-15,1.52e-14,,3377.0,4022.0,,,
BRA,1926,21.35994087213599,,128135.1,5.32e-15,1.25e-14,,2706.0,3191.0,,,
BRA,1927,24.809043690803538,,141967.8,5.22e-15,1.22e-14,,3273.0,3644.0,,,
BRA,1928,25.4127198917456,,158227.4,5.24e-15,1.36e-14,,3695.0,3970.0,,,
BRA,1929,26.303854875283438,,159926.1,4.63e-15,1.31e-14,,3528.0,3860.0,,,
BRA,1930,26.706484641638216,,156528.6,4.16e-15,1.15e-14,,2344.0,2888.0,,,
BRA,1931,32.16374269005848,,151432.3,3.52e-15,1.03e-14,,1881.0,3358.0,,,
BRA,1932,34.69387755102041,,157984.7,3.38e-15,1.04e-14,,1519.0,2501.0,,,
BRA,1933,34.96535796766744,,172060.1,3.27e-15,1.02e-14,,2165.0,2780.0,,,
BRA,1934,33.4398721534159,,187834.4,3.94e-15,1.08e-14,,2503.0,3459.0,,,
BRA,1935,25.285269709543567,,193416.0,4.59e-15,1.14e-14,,3856.0,4104.0,,,
BRA,1936,23.711340206185568,,216713.3,5.06e-15,1.15e-14,,4268.0,4895.0,,,
BRA,1937,22.073767406849832,,226663.2,5.49e-15,1.23e-14,,5314.0,5092.0,,,
BRA,1938,20.26948989412897,,236855.7,5.63e-15,1.3e-14,,5195.0,5097.0,,,
